word,video_type,speaker_gender,listener_gender,file_name,folder_name
SAME,c,m,m,L10c.eaf,L9+10c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L19c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L20c.eaf,L19+20c_mm
SAME,c,m,m,L23c.eaf,L23+24c_mm
SAME,c,m,m,L23c.eaf,L23+24c_mm
SAME,c,m,m,L23c.eaf,L23+24c_mm
SAME,c,m,m,L24c.eaf,L23+24c_mm
SAME,c,m,m,L24c.eaf,L23+24c_mm
SAME,c,m,m,L24c.eaf,L23+24c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L25c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L26c.eaf,L25+26c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L3435c.eaf,L34+35c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L8c.eaf,L7+8c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,m,L9c.eaf,L9+10c_mm
SAME,c,m,w,BL11c.eaf,BL11+12c_mw
SAME,c,m,w,BL11c.eaf,BL11+12c_mw
SAME,c,m,w,BL11c.eaf,BL11+12c_mw
SAME,c,m,w,BL11c.eaf,BL11+12c_mw
SAME,c,m,w,BL11c.eaf,BL11+12c_mw
SAME,c,m,w,BL11c.eaf,BL11+12c_mw
SAME,c,m,w,BM15c.eaf,BM15+16c_mw
SAME,c,m,w,BM15c.eaf,BM15+16c_mw
SAME,c,m,w,BM15c.eaf,BM15+16c_mw
SAME,c,m,w,BM15c.eaf,BM15+16c_mw
SAME,c,m,w,BM15c.eaf,BM15+16c_mw
SAME,c,m,w,BM15c.eaf,BM15+16c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,L5c.eaf,L5+6c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M11c.eaf,M11+12c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,m,w,M1c.eaf,M1+2c_mw
SAME,c,w,m,BL12c.eaf,BL11+12c_mw
SAME,c,w,m,BL12c.eaf,BL11+12c_mw
SAME,c,w,m,BL12c.eaf,BL11+12c_mw
SAME,c,w,m,BL1314c.eaf,BL13+14c_mw
SAME,c,w,m,BL1314c.eaf,BL13+14c_mw
SAME,c,w,m,BL1314c.eaf,BL13+14c_mw
SAME,c,w,m,BL1314c.eaf,BL13+14c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL16c.eaf,BL15+16c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BL1718c.eaf,BL17+18c_mw
SAME,c,w,m,BM16c.eaf,BM15+16c_mw
SAME,c,w,m,BM16c.eaf,BM15+16c_mw
SAME,c,w,m,BM16c.eaf,BM15+16c_mw
SAME,c,w,m,BM16c.eaf,BM15+16c_mw
SAME,c,w,m,BM56c.eaf,BM5+6c_mw
SAME,c,w,m,BM56c.eaf,BM5+6c_mw
SAME,c,w,m,L18c.eaf,L17+18c_mw
SAME,c,w,m,L18c.eaf,L17+18c_mw
SAME,c,w,m,L18c.eaf,L17+18c_mw
SAME,c,w,m,L18c.eaf,L17+18c_mw
SAME,c,w,m,L18c.eaf,L17+18c_mw
SAME,c,w,m,L18c.eaf,L17+18c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L29c.eaf,L28+29c_mw
SAME,c,w,m,L3233c.eaf,L32+33c_mw
SAME,c,w,m,L3233c.eaf,L32+33c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,L6c.eaf,L5+6c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M12c.eaf,M11+12c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,m,M2c.eaf,M1+2c_mw
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL10c.eaf,BL9+10c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL23c.eaf,BL23+24c_ww
SAME,c,w,w,BL24c.eaf,BL23+24c_ww
SAME,c,w,w,BL24c.eaf,BL23+24c_ww
SAME,c,w,w,BL24c.eaf,BL23+24c_ww
SAME,c,w,w,BL24c.eaf,BL23+24c_ww
SAME,c,w,w,BL24c.eaf,BL23+24c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BL9c.eaf,BL9+10c_ww
SAME,c,w,w,BM13c.eaf,BM13+14c_ww
SAME,c,w,w,BM13c.eaf,BM13+14c_ww
SAME,c,w,w,BM13c.eaf,BM13+14c_ww
SAME,c,w,w,BM13c.eaf,BM13+14c_ww
SAME,c,w,w,BM14c.eaf,BM13+14c_ww
SAME,c,w,w,BM14c.eaf,BM13+14c_ww
SAME,c,w,w,BM14c.eaf,BM13+14c_ww
SAME,c,w,w,BM14c.eaf,BM13+14c_ww
SAME,c,w,w,BM14c.eaf,BM13+14c_ww
SAME,c,w,w,BM14c.eaf,BM13+14c_ww
SAME,c,w,w,BM21c.eaf,BM21+22c_ww
SAME,c,w,w,BM21c.eaf,BM21+22c_ww
SAME,c,w,w,BM21c.eaf,BM21+22c_ww
SAME,c,w,w,BM21c.eaf,BM21+22c_ww
SAME,c,w,w,BM21c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM22c.eaf,BM21+22c_ww
SAME,c,w,w,BM23c.eaf,BM23+24c_ww
SAME,c,w,w,BM23c.eaf,BM23+24c_ww
SAME,c,w,w,BM23c.eaf,BM23+24c_ww
SAME,c,w,w,BM23c.eaf,BM23+24c_ww
SAME,c,w,w,BM2c.eaf,BM1+2c_ww
SAME,c,w,w,BM2c.eaf,BM1+2c_ww
SAME,c,w,w,BM2c.eaf,BM1+2c_ww
SAME,c,w,w,BM2c.eaf,BM1+2c_ww
SAME,c,w,w,BM2c.eaf,BM1+2c_ww
SAME,c,w,w,L21c.eaf,L21+22c_ww
SAME,c,w,w,L21c.eaf,L21+22c_ww
SAME,c,w,w,L21c.eaf,L21+22c_ww
SAME,c,w,w,L21c.eaf,L21+22c_ww
SAME,c,w,w,L21c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L22c.eaf,L21+22c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L27c.eaf,L27+11c_ww
SAME,c,w,w,L3637c.eaf,L36+37c_ww
SAME,c,w,w,L3637c.eaf,L36+37c_ww
SAME,c,w,w,L3637c.eaf,L36+37c_ww
SAME,c,w,w,L3637c.eaf,L36+37c_ww
SAME,c,w,w,L3637c.eaf,L36+37c_ww
SAME,c,w,w,L3637c.eaf,L36+37c_ww
SAME,c,w,w,L3c.eaf,L3+4c_ww
SAME,c,w,w,L3c.eaf,L3+4c_ww
SAME,c,w,w,L3c.eaf,L3+4c_ww
SAME,c,w,w,L3c.eaf,L3+4c_ww
SAME,c,w,w,L3c.eaf,L3+4c_ww
SAME,c,w,w,L3c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,L4c.eaf,L3+4c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M15c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M16c.eaf,M15+16c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M27c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M28c.eaf,M25+26c_ww
SAME,c,w,w,M910c.eaf,M25+26c_ww
SAME,c,w,w,M910c.eaf,M25+26c_ww
SAME,c,w,w,M910c.eaf,M25+26c_ww
SAME,c,w,w,M910c.eaf,M25+26c_ww
SAME,c,w,w,M910c.eaf,M25+26c_ww
SAME,c,w,w,M910c.eaf,M25+26c_ww
SAME,c,w,w,M9c.eaf,M25+26c_ww
SAME,c,w,w,M9c.eaf,M25+26c_ww
SAME,c,w,w,M9c.eaf,M25+26c_ww
SAME,c,w,w,M9c.eaf,M25+26c_ww
SAME,c,w,w,M9c.eaf,M25+26c_ww
SAME,n,m,m,G1n.eaf,G1+2n_mm
SAME,n,m,m,G1n.eaf,G1+2n_mm
SAME,n,m,m,G1n.eaf,G1+2n_mm
SAME,n,m,m,G1n.eaf,G1+2n_mm
SAME,n,m,m,G1n.eaf,G1+2n_mm
SAME,n,m,m,G1n.eaf,G1+2n_mm
SAME,n,m,w,BF10n.eaf,BF9+10n_wmw
SAME,n,m,w,BF10n.eaf,BF9+10n_wmw
SAME,n,m,w,BF12n.eaf,BF11+12n_wmw
SAME,n,m,w,BF12n.eaf,BF11+12n_wmw
SAME,n,m,w,BF12n.eaf,BF11+12n_wmw
SAME,n,m,w,BF12n.eaf,BF11+12n_wmw
SAME,n,m,w,BF12n.eaf,BF11+12n_wmw
SAME,n,m,w,BF12n.eaf,BF11+12n_wmw
SAME,n,m,w,G11n.eaf,G11+12n_mwm
SAME,n,m,w,G11n.eaf,G11+12n_mwm
SAME,n,m,w,G18n.eaf,G17+18n_wmw
SAME,n,m,w,G18n.eaf,G17+18n_wmw
SAME,n,m,w,G21n.eaf,G21+22n_mwm
SAME,n,m,w,G21n.eaf,G21+22n_mwm
SAME,n,m,w,G3n.eaf,G3+4n_mwm
SAME,n,m,w,G3n.eaf,G3+4n_mwm
SAME,n,m,w,G3n.eaf,G3+4n_mwm
SAME,n,m,w,G3n.eaf,G3+4n_mwm
SAME,n,w,m,BF13n.eaf,BF13+14n_wmw
SAME,n,w,m,BF13n.eaf,BF13+14n_wmw
SAME,n,w,m,BF13n.eaf,BF13+14n_wmw
SAME,n,w,m,BF13n.eaf,BF13+14n_wmw
SAME,n,w,m,BF5n.eaf,BF5+6n_wmw
SAME,n,w,m,BF5n.eaf,BF5+6n_wmw
SAME,n,w,m,BF7n.eaf,BF7+8n_wmw
SAME,n,w,m,BF7n.eaf,BF7+8n_wmw
SAME,n,w,m,BF7n.eaf,BF7+8n_wmw
SAME,n,w,m,BF7n.eaf,BF7+8n_wmw
SAME,n,w,m,G12n.eaf,G11+12n_mwm
SAME,n,w,m,G12n.eaf,G11+12n_mwm
SAME,n,w,m,G14n.eaf,G13+14n_mwm
SAME,n,w,m,G14n.eaf,G13+14n_mwm
SAME,n,w,m,G17n.eaf,G17+18n_wmw
SAME,n,w,m,G17n.eaf,G17+18n_wmw
SAME,n,w,m,G17n.eaf,G17+18n_wmw
SAME,n,w,m,G17n.eaf,G17+18n_wmw
SAME,n,w,m,G17n.eaf,G17+18n_wmw
SAME,n,w,m,G17n.eaf,G17+18n_wmw
SAME,n,w,m,G22n.eaf,G21+22n_mwm
SAME,n,w,m,G22n.eaf,G21+22n_mwm
SAME,n,w,m,G23n.eaf,G23+24n_wmw
SAME,n,w,m,G23n.eaf,G23+24n_wmw
SAME,n,w,m,G23n.eaf,G23+24n_wmw
SAME,n,w,m,G23n.eaf,G23+24n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G25n.eaf,G25+26n_wmw
SAME,n,w,m,G4n.eaf,G3+4n_mwm
SAME,n,w,m,G4n.eaf,G3+4n_mwm
SAME,n,w,m,G4n.eaf,G3+4n_mwm
SAME,n,w,m,G4n.eaf,G3+4n_mwm
SAME,n,w,m,G4n.eaf,G3+4n_mwm
SAME,n,w,m,G4n.eaf,G3+4n_mwm
SAME,n,w,w,BF20n.eaf,BF19+20n_ww
SAME,n,w,w,BF20n.eaf,BF19+20n_ww
SAME,n,w,w,G10n.eaf,G9+10n_ww
SAME,n,w,w,G10n.eaf,G9+10n_ww
SAME,n,w,w,G10n.eaf,G9+10n_ww
SAME,n,w,w,G10n.eaf,G9+10n_ww
SAME,n,w,w,G10n.eaf,G9+10n_ww
SAME,n,w,w,G10n.eaf,G9+10n_ww
SAME,n,w,w,G9n.eaf,G9+10n_ww
SAME,n,w,w,G9n.eaf,G9+10n_ww
SAME(FALSE-START),c,m,m,L3435c.eaf,L34+35c_mm
SAME(FALSE-START),c,m,w,M1c.eaf,M1+2c_mw
SAME(FALSE-START),c,w,m,L18c.eaf,L17+18c_mw
SAME(FALSE-START),c,w,m,L18c.eaf,L17+18c_mw
SAME(FALSE-START),c,w,m,L29c.eaf,L28+29c_mw
SAME(FALSE-START),c,w,m,L6c.eaf,L5+6c_mw
SAME(FALSE-START),c,w,m,L6c.eaf,L5+6c_mw
SAME(FALSE-START),c,w,m,M2c.eaf,M1+2c_mw
SAME(FALSE-START),c,w,w,L22c.eaf,L21+22c_ww
SAME(FALSE-START),n,w,w,BF20n.eaf,BF19+20n_ww
SAME(FALSE-START),n,w,w,BF20n.eaf,BF19+20n_ww
SAME/ADD-TO-SIGNBANK(UNKNOWN),n,w,w,BF20n.eaf,BF19+20n_ww
SAME/ADD-TO-SIGNBANK(UNKNOWN),n,w,w,BF20n.eaf,BF19+20n_ww
SAME/NO,c,w,w,L27c.eaf,L27+11c_ww
SAME/PT:PRO3PL,c,w,w,M16c.eaf,M15+16c_ww
SAME/TOGETHER2,c,m,w,M1c.eaf,M1+2c_mw
SAME02,c,m,m,BM8c.eaf,BM7+8c_mm
SAME02,c,m,m,L10c.eaf,L9+10c_mm
SAME02,c,m,m,L20c.eaf,L19+20c_mm
SAME02,c,m,m,L26c.eaf,L25+26c_mm
SAME02,c,w,w,L4c.eaf,L3+4c_ww
SAME02,c,w,w,L4c.eaf,L3+4c_ww
SAME02,c,w,w,L4c.eaf,L3+4c_ww
SAND,c,w,m,M2c.eaf,M1+2c_mw
SAND,c,w,m,M2c.eaf,M1+2c_mw
SAND,c,w,w,BM14c.eaf,BM13+14c_ww
SAND,c,w,w,M27c.eaf,M25+26c_ww
SATELLITE,c,m,m,BM20c.eaf,BM19+20c_mm
SATELLITE,c,w,w,BL23c.eaf,BL23+24c_ww
SATELLITE02,c,m,m,BM20c.eaf,BM19+20c_mm
SATURDAY,c,m,w,L5c.eaf,L5+6c_mw
SATURDAY,c,m,w,L5c.eaf,L5+6c_mw
SATURDAY,c,w,m,L29c.eaf,L28+29c_mw
SATURDAY,c,w,w,L27c.eaf,L27+11c_ww
SATURDAY,c,w,w,L27c.eaf,L27+11c_ww
SATURDAY02,c,m,m,BM7c.eaf,BM7+8c_mm
SATURDAY02,c,m,m,BM7c.eaf,BM7+8c_mm
SATURDAY02,c,m,m,BM7c.eaf,BM7+8c_mm
SATURDAY02,c,m,m,BM8c.eaf,BM7+8c_mm
SATURDAY02,n,m,w,G18n.eaf,G17+18n_wmw
SATURDAY02,n,m,w,G18n.eaf,G17+18n_wmw
SATURDAY2,c,m,w,BL11c.eaf,BL11+12c_mw
SATURDAY2,c,w,w,BL9c.eaf,BL9+10c_ww
SAUCE,n,w,m,BF11n.eaf,BF11+12n_wmw
SAUCE,n,w,m,BF11n.eaf,BF11+12n_wmw
SAUCE,n,w,m,BF24n.eaf,BF23+24n_mwm
